"Date","Open","High","Low","Close","Change","Change%","Volume('000 shares)"
"2021/08/18","27.6","27.8","27.3","27.65","0","0.00","245"
"2021/08/17","27.8","27.95","27.65","27.65","-0.15000000000000213","-0.54","167"
"2021/08/16","28.15","28.35","27.8","27.8","-0.1999999999999993","-0.71","275"
"2021/08/13","27.65","28.1","27.5","28","0.25","0.90","243"
"2021/08/12","27.7","27.95","27.7","27.75","0","0.00","111"
"2021/08/11","28.15","28.25","27.65","27.75","-0.3500000000000014","-1.25","254"
"2021/08/10","28.1","28.2","27.9","28.1","0.05000000000000071","0.18","192"
"2021/08/09","28.3","28.3","28.05","28.05","-0.25","-0.88","209"
"2021/08/06","28.35","28.55","28.25","28.3","0.05000000000000071","0.18","131"
"2021/08/05","28.55","28.7","28.25","28.25","-0.3999999999999986","-1.40","242"
"2021/08/04","28.9","29","28.5","28.65","-0.6500000000000021","-2.22","529"
"2021/08/03","29.2","29.4","29.1","29.3","0.10000000000000142","0.34","173"
"2021/08/02","29","29.45","28.95","29.2","0.3000000000000007","1.04","223"
"2021/07/30","28.8","29.35","28.6","28.9","0.29999999999999716","1.05","291"
"2021/07/29","28.45","28.75","28.45","28.6","0.20000000000000284","0.70","117"
"2021/07/28","28.85","29","28.15","28.4","-0.40000000000000213","-1.39","276"
"2021/07/27","28.6","30","28.55","28.8","0.25","0.88","742"
"2021/07/26","28.35","28.7","28.35","28.55","0.15000000000000213","0.53","173"
"2021/07/23","28.3","28.55","28.25","28.4","0.14999999999999858","0.53","131"
"2021/07/22","28.35","28.45","28.2","28.25","0.10000000000000142","0.36","164"
"2021/07/21","28.65","28.65","28.1","28.15","-0.3500000000000014","-1.23","323"
"2021/07/20","29","29.25","28.5","28.5","-0.75","-2.56","533"
"2021/07/19","28.4","29.5","28.3","29.25","0.8500000000000014","2.99","709"
"2021/07/16","28.4","28.4","28.3","28.4","0.09999999999999787","0.35","201"
"2021/07/15","28.2","28.45","28.1","28.3","0.1999999999999993","0.71","205"
"2021/07/14","28.3","28.4","28","28.1","-0.04999999999999716","-0.18","382"
"2021/07/13","28.35","28.5","28.15","28.15","-0.15000000000000213","-0.53","360"
"2021/07/12","28.4","28.55","28.3","28.3","0.10000000000000142","0.35","217"
"2021/07/09","28.05","28.35","28.05","28.2","0.14999999999999858","0.53","137"
"2021/07/08","27.95","28.15","27.95","28.05","0.05000000000000071","0.18","106"
"2021/07/07","28.2","28.2","28","28","-0.14999999999999858","-0.53","166"
"2021/07/06","28.4","28.45","28.1","28.15","-0.15000000000000213","-0.53","180"
"2021/07/05","28","28.35","27.9","28.3","0.3000000000000007","1.07","257"
"2021/07/02","28","28.15","27.9","28","0.10000000000000142","0.36","208"
"2021/07/01","28.45","28.45","27.85","27.9","-0.20000000000000284","-0.71","357"
"2021/06/30","28.1","28.35","28","28.1","0","0.00","216"
"2021/06/29","28.25","28.3","28","28.1","0","0.00","147"
"2021/06/28","28.3","28.3","27.95","28.1","0","0.00","170"
"2021/06/25","28.4","28.4","28.05","28.1","0.10000000000000142","0.36","216"
"2021/06/24","27.85","28.2","27.85","28","0.14999999999999858","0.54","96"
"2021/06/23","27.8","28","27.8","27.85","0.05000000000000071","0.18","88"
"2021/06/22","27.85","28.15","27.75","27.8","0","0.00","179"
"2021/06/21","28","28","27.7","27.8","-0.25","-0.89","141"
"2021/06/18","28.4","28.4","27.9","28.05","-0.1999999999999993","-0.71","164"
"2021/06/17","28.1","28.25","28.05","28.25","0.10000000000000142","0.36","104"
"2021/06/16","28.15","28.3","28","28.15","0","0.00","135"
"2021/06/15","27.95","28.15","27.95","28.15","0.1999999999999993","0.72","157"
"2021/06/11","27.95","28.1","27.8","27.95","0","0.00","90"
"2021/06/10","28.45","28.45","27.85","27.95","0.09999999999999787","0.36","145"
"2021/06/09","27.95","28","27.8","27.85","-0.09999999999999787","-0.36","97"
"2021/06/08","27.75","28","27.75","27.95","-0.15000000000000213","-0.53","90"
"2021/06/07","28.2","28.2","27.4","28.1","-0.09999999999999787","-0.35","172"
"2021/06/04","27.85","28.2","27.7","28.2","0.34999999999999787","1.26","142"
"2021/06/03","27.5","28.05","27.5","27.85","-0.5999999999999979","-2.11","523"
"2021/06/02","28.75","28.8","28.35","28.45","-0.15000000000000213","-0.52","199"
"2021/06/01","28.45","28.7","28.35","28.6","0.15000000000000213","0.53","203"
"2021/05/31","28.6","28.6","28.35","28.45","0","0.00","239"
"2021/05/28","28.3","28.5","28.25","28.45","0.1999999999999993","0.71","228"
"2021/05/27","28.2","28.25","27.85","28.25","0.05000000000000071","0.18","113"
"2021/05/26","28.25","28.25","27.9","28.2","0.09999999999999787","0.36","113"
"2021/05/25","27.25","28.25","27.25","28.1","0.6000000000000014","2.18","211"
"2021/05/24","27","27.75","27","27.5","0.05000000000000071","0.18","147"
"2021/05/21","26.75","27.5","26.75","27.45","0.6999999999999993","2.62","233"
"2021/05/20","26.95","27.2","26.65","26.75","-0.1999999999999993","-0.74","239"
"2021/05/19","27","27.6","26.45","26.95","0.09999999999999787","0.37","310"
"2021/05/18","26","27.1","25.5","26.85","1.3000000000000007","5.09","424"
"2021/05/17","25","26.7","25","25.55","-0.8499999999999979","-3.22","649"
"2021/05/14","27.4","27.9","26.3","26.4","-0.6000000000000014","-2.22","375"
"2021/05/13","25.7","27.75","25.6","27","0.5500000000000007","2.08","489"
"2021/05/12","28.05","28.3","25.3","26.45","-1.6500000000000021","-5.87","1282"
"2021/05/11","28.7","28.95","28","28.1","-0.75","-2.60","655"
"2021/05/10","29.2","29.45","28.75","28.85","-0.34999999999999787","-1.20","379"
"2021/05/07","28.55","29.3","28.4","29.2","0.5500000000000007","1.92","627"
"2021/05/06","29","29.1","28.05","28.65","-0.6500000000000021","-2.22","1493"
"2021/05/05","28.95","29.9","28.55","29.3","0.3000000000000007","1.03","764"
"2021/05/04","29.65","29.75","28.15","29","-0.6000000000000014","-2.03","1205"
"2021/05/03","29.95","29.95","29.1","29.6","-0.6499999999999986","-2.15","1177"
"2021/04/29","30.7","31.5","29.6","30.25","-2.200000000000003","-6.78","3747"
"2021/04/28","32.85","33","32.35","32.45","-0.44999999999999574","-1.37","1223"
"2021/04/27","33.2","33.2","32.1","32.9","0.04999999999999716","0.15","1026"
"2021/04/26","31.6","32.85","31.4","32.85","0.9000000000000021","2.82","1189"
"2021/04/23","31.75","32.1","31.4","31.95","0.1999999999999993","0.63","565"
"2021/04/22","34.1","34.1","31","31.75","-1.8500000000000014","-5.51","2839"
"2021/04/21","32.3","33.6","32.3","33.6","1.3000000000000043","4.02","2107"
"2021/04/20","32.4","32.55","32.2","32.3","0","0.00","710"
"2021/04/19","32.5","32.9","32.05","32.3","0.09999999999999432","0.31","1014"
"2021/04/16","32.25","32.3","31.6","32.2","0.20000000000000284","0.63","819"
"2021/04/15","31.45","32.4","31.45","32","0.5500000000000007","1.75","883"
"2021/04/14","31.6","31.75","30.15","31.45","0","0.00","1610"
"2021/04/13","31.95","32.5","31.4","31.45","-0.10000000000000142","-0.32","1073"
"2021/04/12","32.55","32.75","31.2","31.55","-0.7499999999999964","-2.32","1533"
"2021/04/09","32.3","33.2","32.2","32.3","0.19999999999999574","0.62","1220"
"2021/04/08","32.5","32.75","31.85","32.1","-0.29999999999999716","-0.93","1297"
"2021/04/07","33.2","33.2","32.15","32.4","-0.6000000000000014","-1.82","1914"
"2021/04/06","32","33.55","31.9","33","1.1499999999999986","3.61","4977"
"2021/04/01","30.1","32.55","30","31.85","2.150000000000002","7.24","5215"
"2021/03/31","29.2","29.7","29.1","29.7","0.5500000000000007","1.89","926"
"2021/03/30","29.05","29.45","29.05","29.15","0.1999999999999993","0.69","506"
"2021/03/29","29.1","29.3","28.9","28.95","-0.25","-0.86","624"
"2021/03/26","29.4","29.75","29.2","29.2","0","0.00","774"
"2021/03/25","28.6","30","28.6","29.2","0.6999999999999993","2.46","2250"
"2021/03/24","28.35","28.7","28.35","28.5","0.14999999999999858","0.53","350"
"2021/03/23","28.95","29","28.3","28.35","-0.5999999999999979","-2.07","827"
"2021/03/22","28.75","29.3","28.65","28.95","0.3000000000000007","1.05","1553"
"2021/03/19","28.45","29.2","28.1","28.65","1.3499999999999979","4.95","2154"
"2021/03/18","26.8","27.3","26.8","27.3","0.6000000000000014","2.25","454"
"2021/03/17","26.25","27.25","26.25","26.7","0.5500000000000007","2.10","592"
"2021/03/16","26.2","26.45","26.1","26.15","-0.05000000000000071","-0.19","217"
"2021/03/15","26.35","26.35","26.05","26.2","-0.15000000000000213","-0.57","251"
"2021/03/12","25.9","26.5","25.85","26.35","0.5500000000000007","2.13","406"
"2021/03/11","25.9","25.9","25.6","25.8","0.05000000000000071","0.19","132"
"2021/03/10","25.9","25.9","25.7","25.75","-0.05000000000000071","-0.19","76"
"2021/03/09","25.85","25.9","25.6","25.8","-0.09999999999999787","-0.39","80"
"2021/03/08","25.95","26.1","25.6","25.9","-0.05000000000000071","-0.19","251"
"2021/03/05","25.6","26.15","25.6","25.95","0.25","0.97","348"
"2021/03/04","25.45","26.1","25.45","25.7","0.5500000000000007","2.19","541"
"2021/03/03","25","25.3","24.9","25.15","0.14999999999999858","0.60","94"
"2021/03/02","25.3","25.35","25","25","-0.25","-0.99","190"
"2021/02/26","25.5","25.5","25.25","25.25","-0.3000000000000007","-1.17","123"
"2021/02/25","25.5","25.7","25.45","25.55","0.3000000000000007","1.19","214"
"2021/02/24","25.35","25.5","25.15","25.25","-0.05000000000000071","-0.20","136"
"2021/02/23","25.25","25.3","24.95","25.3","0.05000000000000071","0.20","136"
"2021/02/22","25","25.35","25","25.25","0.25","1.00","201"
"2021/02/19","24.5","25","24.5","25","0.6000000000000014","2.46","237"
"2021/02/18","24.25","24.5","24.15","24.4","0.14999999999999858","0.62","113"
"2021/02/17","24","24.6","24","24.25","0.3500000000000014","1.46","144"
"2021/02/05","24","24","23.85","23.9","0","0.00","159"
"2021/02/04","24.35","24.35","23.9","23.9","-0.45000000000000284","-1.85","242"
"2021/02/03","24.8","24.8","24.3","24.35","-0.6499999999999986","-2.60","412"
"2021/02/02","24.95","25.2","24.75","25","0.25","1.01","58"
"2021/02/01","24.9","25","24","24.75","-0.25","-1.00","170"
"2021/01/29","25.35","25.35","24.9","25","-0.10000000000000142","-0.40","170"
"2021/01/28","25.25","25.3","25.05","25.1","-0.25","-0.99","144"
"2021/01/27","25.55","25.65","25.35","25.35","0.05000000000000071","0.20","109"
"2021/01/26","25.6","25.6","25.2","25.3","-0.25","-0.98","176"
"2021/01/25","25.4","25.65","25.3","25.55","0.15000000000000213","0.59","102"
"2021/01/22","25.7","25.7","25.4","25.4","0","0.00","118"
"2021/01/21","25.4","25.85","25.4","25.4","0.14999999999999858","0.59","100"
"2021/01/20","26.15","26.15","25.2","25.25","-0.8999999999999986","-3.44","298"
"2021/01/19","25.9","26.35","25.9","26.15","0.3999999999999986","1.55","197"
"2021/01/18","25.7","25.9","25.45","25.75","-0.1999999999999993","-0.77","306"
"2021/01/15","26.5","26.5","25.85","25.95","-0.40000000000000213","-1.52","418"
"2021/01/14","26.65","26.9","26.3","26.35","-0.34999999999999787","-1.31","298"
"2021/01/13","26.65","27","26.6","26.7","0.09999999999999787","0.38","250"
"2021/01/12","27.4","27.4","26.55","26.6","-0.75","-2.74","329"
"2021/01/11","27.5","27.9","27.15","27.35","-0.25","-0.91","380"
"2021/01/08","27.45","29","27.45","27.6","0.8000000000000007","2.99","1885"
"2021/01/07","26.75","27","26.7","26.8","0.15000000000000213","0.56","142"
"2021/01/06","27.4","27.5","26.6","26.65","-0.5500000000000007","-2.02","392"
"2021/01/05","26.95","27.6","26.85","27.2","0.1999999999999993","0.74","346"
"2021/01/04","27.25","27.25","26.75","27","0","0.00","256"
"2020/12/31","27.2","27.35","26.95","27","0","0.00","214"
"2020/12/30","27","27.15","26.8","27","0.05000000000000071","0.19","1094"
"2020/12/29","27.1","27.2","26.75","26.95","0","0.00","280"
"2020/12/28","27.1","27.2","26.9","26.95","-0.15000000000000213","-0.55","303"
"2020/12/25","27.55","27.7","27.1","27.1","-0.4499999999999993","-1.63","473"
"2020/12/24","27","27.9","26.8","27.55","0.3500000000000014","1.29","1360"
"2020/12/23","25.6","27.8","25.5","27.2","1.5999999999999979","6.25","5720"
"2020/12/22","25.75","26.25","25.55","25.6","-0.1999999999999993","-0.78","251"
"2020/12/21","25.9","25.9","25.75","25.8","-0.09999999999999787","-0.39","127"
"2020/12/18","25.65","25.95","25.65","25.9","0.04999999999999716","0.19","58"
"2020/12/17","25.8","25.95","25.8","25.85","0.05000000000000071","0.19","107"
"2020/12/16","26","26","25.75","25.8","0","0.00","147"
"2020/12/15","26.35","26.35","25.8","25.8","-0.4499999999999993","-1.71","80"
"2020/12/14","26.3","26.4","26","26.25","0.3500000000000014","1.35","259"
"2020/12/11","26.55","26.55","25.45","25.9","-0.6500000000000021","-2.45","392"
"2020/12/10","26.9","26.9","26.35","26.55","-0.25","-0.93","138"
"2020/12/09","26.5","27.05","26.5","26.8","0.25","0.94","184"
"2020/12/08","26.55","26.65","26.45","26.55","0","0.00","104"
"2020/12/07","26.85","26.95","26.55","26.55","-0.4499999999999993","-1.67","179"
"2020/12/04","27.25","27.25","26.85","27","-0.05000000000000071","-0.18","127"
"2020/12/03","27.45","27.45","26.9","27.05","-0.1999999999999993","-0.73","258"
"2020/12/02","27.2","27.45","27.15","27.25","0.05000000000000071","0.18","217"
"2020/12/01","27.25","27.25","26.85","27.2","-0.05000000000000071","-0.18","212"
"2020/11/30","27.45","27.45","26.95","27.25","0.14999999999999858","0.55","226"
"2020/11/27","26.6","27.3","26.6","27.1","0.40000000000000213","1.50","271"
"2020/11/26","26.5","26.85","26.45","26.7","0.3999999999999986","1.52","314"
"2020/11/25","26.6","26.65","26.25","26.3","-0.25","-0.94","247"
"2020/11/24","26.65","26.75","26.35","26.55","-0.09999999999999787","-0.38","239"
"2020/11/23","26.7","26.8","26.5","26.65","0.09999999999999787","0.38","311"
"2020/11/20","26.1","26.75","26.1","26.55","0.5","1.92","512"
"2020/11/19","25.75","26.25","25.75","26.05","0.05000000000000071","0.19","119"
"2020/11/18","25.9","26.15","25.75","26","0.10000000000000142","0.39","150"
"2020/11/17","26.35","26.35","25.9","25.9","-0.10000000000000142","-0.38","146"
"2020/11/16","26","26.65","26","26","0.25","0.97","275"
"2020/11/13","25.85","25.85","25.5","25.75","-0.10000000000000142","-0.39","175"
"2020/11/12","25.95","25.95","25.65","25.85","0.15000000000000213","0.58","128"
"2020/11/11","25.85","25.85","25.7","25.7","0.14999999999999858","0.59","130"
"2020/11/10","25.85","25.85","25.45","25.55","0.10000000000000142","0.39","186"
"2020/11/09","25.2","25.55","25.2","25.45","0.4499999999999993","1.80","202"
"2020/11/06","24.8","25.2","24.8","25","0.3000000000000007","1.21","152"
"2020/11/05","24.75","24.85","24.4","24.7","-0.05000000000000071","-0.20","195"
"2020/11/04","25.45","25.45","24","24.75","-1.1999999999999993","-4.62","1161"
"2020/11/03","25.8","26.05","25.8","25.95","0.14999999999999858","0.58","158"
"2020/11/02","26","26.1","25.8","25.8","-0.09999999999999787","-0.39","99"
"2020/10/30","26.25","26.25","25.9","25.9","-0.45000000000000284","-1.71","189"
"2020/10/29","26.1","26.35","26","26.35","-0.04999999999999716","-0.19","116"
"2020/10/28","26.5","26.5","26.4","26.4","-0.15000000000000213","-0.56","81"
"2020/10/27","26.7","26.8","26.55","26.55","-0.09999999999999787","-0.38","114"
"2020/10/26","26.8","26.85","26.6","26.65","-0.15000000000000213","-0.56","73"
"2020/10/23","26.95","27","26.8","26.8","-0.05000000000000071","-0.19","91"
"2020/10/22","27","27.15","26.85","26.85","-0.14999999999999858","-0.56","76"
"2020/10/21","26.65","27.2","26.65","27","0.4499999999999993","1.69","258"
"2020/10/20","26.55","26.8","26.45","26.55","0.15000000000000213","0.57","156"
"2020/10/19","26.1","26.6","26.1","26.4","0.29999999999999716","1.15","161"
"2020/10/16","26.6","26.6","26.05","26.1","-0.34999999999999787","-1.32","159"
"2020/10/15","26.7","26.7","26.35","26.45","-0.25","-0.94","105"
"2020/10/14","26.25","26.8","26.25","26.7","0.5","1.91","209"
"2020/10/13","26.2","26.45","26.2","26.2","0","0.00","133"
"2020/10/12","26.5","26.75","26.15","26.2","-0.25","-0.95","172"
"2020/10/08","26.6","26.7","26.4","26.45","-0.15000000000000213","-0.56","183"
"2020/10/07","26.8","26.8","26.55","26.6","-0.3999999999999986","-1.48","295"
"2020/10/06","27.15","27.45","26.9","27","0","0.00","289"
"2020/10/05","27","27","26.85","27","0","0.00","60"
"2020/09/30","26.9","27","26.75","27","0.1999999999999993","0.75","78"
"2020/09/29","26.95","27","26.65","26.8","0.10000000000000142","0.37","70"
"2020/09/28","26.45","27","26.2","26.7","0.5","1.91","161"
"2020/09/25","26.8","26.9","26","26.2","-0.5500000000000007","-2.06","280"
"2020/09/24","27.05","27.2","26.65","26.75","-0.6499999999999986","-2.37","398"
"2020/09/23","27.6","27.75","27.35","27.4","-0.10000000000000142","-0.36","159"
"2020/09/22","27.85","27.9","27.35","27.5","-0.4499999999999993","-1.61","275"
"2020/09/21","28.3","28.35","27.95","27.95","-0.3500000000000014","-1.24","175"
"2020/09/18","28.2","28.75","28.2","28.3","0.10000000000000142","0.35","250"
"2020/09/17","28.2","28.35","28.15","28.2","0","0.00","119"
"2020/09/16","28.6","28.65","28.15","28.2","-0.1999999999999993","-0.70","198"
"2020/09/15","28.65","28.65","28.25","28.4","-0.10000000000000142","-0.35","221"
"2020/09/14","27.8","28.75","27.7","28.5","0.75","2.70","344"
"2020/09/11","28.4","28.4","27.75","27.75","-0.6999999999999993","-2.46","538"
"2020/09/10","28.95","29.05","28.3","28.45","-0.5","-1.73","284"
"2020/09/09","28.25","29","28.25","28.95","0.25","0.87","225"
"2020/09/08","29.05","29.05","28.2","28.7","0","0.00","450"
"2020/09/07","29.65","29.65","28.65","28.7","-0.9499999999999993","-3.20","894"
"2020/09/04","29","29.85","28.65","29.65","0.1999999999999993","0.68","745"
"2020/09/03","30.65","30.9","29.25","29.45","-2.849999999999998","-8.82","2528"
"2020/09/02","31.85","32.95","31.7","32.3","0.7499999999999964","2.38","1176"
"2020/09/01","32","32.45","31.25","31.55","-0.4499999999999993","-1.41","1121"
"2020/08/31","31.8","33.25","31.55","32","0.5","1.59","2626"
"2020/08/28","30.3","31.95","29.7","31.5","0.6999999999999993","2.27","3437"
"2020/08/27","28.5","31","28.5","30.8","2.6000000000000014","9.22","4817"
"2020/08/26","27.8","28.3","27.55","28.2","0.3000000000000007","1.08","387"
"2020/08/25","28.45","28.45","27.85","27.9","0.04999999999999716","0.18","377"
"2020/08/24","26.6","28.15","26.6","27.85","1.25","4.70","687"
"2020/08/21","26.15","26.7","26.05","26.6","0.6500000000000021","2.50","255"
"2020/08/20","27.7","27.7","25.15","25.95","-1.75","-6.32","711"
"2020/08/19","28","28.1","27.65","27.7","-0.10000000000000142","-0.36","257"
"2020/08/18","28.25","28.25","27.8","27.8","-0.1999999999999993","-0.71","269"
"2020/08/17","28.3","28.4","27.95","28","0.3500000000000014","1.27","573"
"2020/08/14","27.4","27.7","27.4","27.65","0.14999999999999858","0.55","264"
"2020/08/13","28.05","28.05","27.45","27.5","-0.05000000000000071","-0.18","280"
"2020/08/12","27.9","28.55","27.55","27.55","-0.34999999999999787","-1.25","604"
"2020/08/11","27.85","28.2","27.4","27.9","0.04999999999999716","0.18","592"
"2020/08/10","28.1","29.2","27.85","27.85","0.8000000000000007","2.96","1442"
"2020/08/07","27.85","27.9","27","27.05","-0.8499999999999979","-3.05","777"
"2020/08/06","28.4","29.4","27.7","27.9","0.1999999999999993","0.72","3172"
"2020/08/05","26.5","27.7","26.05","27.7","2.5","9.92","2109"
"2020/08/04","24.8","25.25","24.7","25.2","0.5999999999999979","2.44","79"
