Date	Open	High	Low	Close	Volume('000 shares)	Date
2018/01/24	20.4	20.45	20.2	20.35	812.93	2018/1/24
2018/01/25	20.25	20.35	20.15	20.15	1237.393	2018/1/25
2018/01/26	20.2	20.2	20.05	20.15	1363.274	2018/1/26
2018/01/29	20.15	20.35	20.1	20.2	1052.38	2018/1/29
2018/01/30	20.2	20.25	20.1	20.25	1230.574	2018/1/30
2018/01/31	20.25	20.3	20.15	20.25	829.563	2018/1/31
2018/02/01	20.25	20.3	20.15	20.25	750.497	2018/2/1
2018/02/02	20.2	20.3	20.2	20.3	467.305	2018/2/2
2018/02/05	20.05	20.65	20.05	20.65	1084.07	2018/2/5
2018/02/06	20.3	20.4	19.8	20	1888.686	2018/2/6
2018/02/07	20.4	20.4	19.95	20	890.225	2018/2/7
2018/02/08	20.2	20.2	19.95	20	836.16	2018/2/8
2018/02/09	19.6	19.85	19.5	19.85	695.113	2018/2/9
2018/02/12	19.9	19.95	19.7	19.8	714.861	2018/2/12
2018/02/21	20	20.1	19.8	20.1	842.329	2018/2/21
2018/02/22	20.05	20.1	19.95	20.1	183.206	2018/2/22
2018/02/23	20.1	20.2	20	20.1	581.142	2018/2/23
2018/02/26	20.15	20.2	20	20.15	1736.828	2018/2/26
2018/02/27	20.15	20.35	20.1	20.2	563.541	2018/2/27
2018/03/01	20.2	20.2	20	20.1	728.213	2018/3/1
2018/03/02	20.05	20.1	19.95	20.05	462.632	2018/3/2
2018/03/05	20	20.05	19.8	19.8	610.035	2018/3/5
2018/03/06	19.8	19.9	19.65	19.75	380.692	2018/3/6
2018/03/07	19.85	19.85	19.7	19.7	333.61	2018/3/7
2018/03/08	19.6	19.75	19.6	19.75	497.174	2018/3/8
2018/03/09	19.85	20.2	19.75	20.1	759.221	2018/3/9
2018/03/12	20.05	20.1	19.9	20.05	306.909	2018/3/12
2018/03/13	20	20	19.85	20	282.787	2018/3/13
2018/03/14	19.9	20	19.8	20	1202.482	2018/3/14
2018/03/15	20	20	19.85	19.95	215.638	2018/3/15
2018/03/16	19.95	19.95	19.8	19.9	697.17	2018/3/16
2018/03/19	19.8	19.9	19.8	19.8	408.764	2018/3/19
2018/03/20	20.3	20.5	19.9	20.15	1928.249	2018/3/20
2018/03/21	20.1	20.2	20.05	20.05	430.338	2018/3/21
2018/03/22	20.1	20.1	20	20.05	396.854	2018/3/22
2018/03/23	19.9	20	19.75	19.85	375.447	2018/3/23
2018/03/26	19.8	19.85	19.75	19.75	379.808	2018/3/26
2018/03/27	19.8	19.9	19.8	19.9	232.495	2018/3/27
2018/03/28	19.9	19.9	19.8	19.85	278.105	2018/3/28
2018/03/29	19.85	19.9	19.8	19.85	232.04	2018/3/29
2018/03/30	19.85	21.35	19.85	20.8	5416.763	2018/3/30
2018/03/31	20.85	20.9	20.5	20.75	1370.856	2018/3/31
2018/04/02	20.5	20.85	20.45	20.45	988.708	2018/4/2
2018/04/03	20.45	20.6	20.2	20.5	634.561	2018/4/3
2018/04/09	20.5	20.65	20.25	20.35	579.977	2018/4/9
2018/04/10	20.3	20.35	20.05	20.05	628.682	2018/4/10
2018/04/11	20.05	20.2	20.05	20.1	383.07	2018/4/11
2018/04/12	20.1	20.1	19.95	20	463.136	2018/4/12
2018/04/13	20.1	20.1	19.8	19.85	840.122	2018/4/13
2018/04/16	19.9	19.9	19.75	19.8	493.545	2018/4/16
2018/04/17	19.85	19.85	19.65	19.65	530.271	2018/4/17
2018/04/18	19.7	19.75	19.6	19.65	459.488	2018/4/18
2018/04/19	19.65	19.8	19.6	19.7	489.458	2018/4/19
2018/04/20	19.7	19.8	19.65	19.65	398.216	2018/4/20
2018/04/23	19.65	19.75	19.5	19.55	614.051	2018/4/23
2018/04/24	19.55	19.55	19.25	19.25	1045.601	2018/4/24
2018/04/25	19.25	19.25	19.1	19.15	712.74	2018/4/25
2018/04/26	19.15	19.2	19	19.1	1429.105	2018/4/26
2018/04/27	19.05	19.2	19.05	19.2	373.899	2018/4/27
2018/04/30	19.1	19.2	19.1	19.2	590.057	2018/4/30
2018/05/02	19.15	19.2	19.1	19.2	328.086	2018/5/2
2018/05/03	19.15	19.15	19.05	19.1	460.618	2018/5/3
2018/05/04	19.15	19.15	19.05	19.1	444.108	2018/5/4
2018/05/07	19.05	19.1	19	19.1	302.867	2018/5/7
2018/05/08	19.1	19.45	19.1	19.4	1129.206	2018/5/8
2018/05/09	19.4	19.45	19.3	19.35	236.085	2018/5/9
2018/05/10	19.3	19.3	19.15	19.15	308.156	2018/5/10
2018/05/11	19.15	19.2	19.1	19.1	484.143	2018/5/11
2018/05/14	19.15	19.25	19.1	19.25	428.013	2018/5/14
2018/05/15	19.2	19.2	19.05	19.05	374.06	2018/5/15
2018/05/16	19.35	19.45	19.1	19.25	455.994	2018/5/16
2018/05/17	19.2	19.25	19.1	19.15	313.81	2018/5/17
2018/05/18	19.1	19.2	19.05	19.1	367.988	2018/5/18
2018/05/21	19.1	19.2	19.05	19.15	618.494	2018/5/21
2018/05/22	19.1	19.2	19.05	19.05	289.597	2018/5/22
2018/05/23	19	19.1	19	19.1	457.301	2018/5/23
2018/05/24	19.05	19.2	19.05	19.1	322.384	2018/5/24
2018/05/25	19.05	19.1	19	19	487.404	2018/5/25
2018/05/28	19	19.1	19	19.1	1139.356	2018/5/28
2018/05/29	19.05	19.1	19	19.1	783.571	2018/5/29
2018/05/30	19.05	19.1	19	19.1	920.405	2018/5/30
2018/05/31	19.05	19.15	19	19.15	2257.161	2018/5/31
2018/06/01	19.1	19.15	19.05	19.15	1152.244	2018/6/1
2018/06/04	19.1	19.15	19.05	19.15	981.555	2018/6/4
2018/06/05	19.1	19.15	19	19.1	1513.444	2018/6/5
2018/06/06	19.05	19.1	19	19.05	899.166	2018/6/6
2018/06/07	19	19.1	19	19.1	2166.374	2018/6/7
2018/06/08	19.1	19.15	19.05	19.1	779.218	2018/6/8
2018/06/11	19.05	19.15	19.05	19.15	806.27	2018/6/11
2018/06/12	19.15	19.15	19	19.1	972.856	2018/6/12
2018/06/13	19.05	19.15	19	19.15	1426.097	2018/6/13
2018/06/14	19.1	19.15	19	19.1	613.273	2018/6/14
2018/06/15	19	19.1	19	19.1	555.895	2018/6/15
2018/06/19	19.05	19.1	19	19.1	952.003	2018/6/19
2018/06/20	19.05	19.1	19	19.1	983.394	2018/6/20
2018/06/21	19.05	19.1	19	19.05	687.948	2018/6/21
2018/06/22	19	19.05	19	19.05	944.184	2018/6/22
2018/06/25	19	19.05	19	19.05	464.126	2018/6/25
2018/06/26	19	19.05	18.95	19.05	1138.981	2018/6/26
2018/06/27	19	19.05	19	19	567.96	2018/6/27
2018/06/28	19	19	18.95	19	716.511	2018/6/28
2018/06/29	18.95	18.95	18.9	18.95	1094.987	2018/6/29
2018/07/02	18.9	19	18.9	19	509.434	2018/7/2
2018/07/03	18.95	18.95	18.85	18.95	1035.777	2018/7/3
2018/07/04	18.9	18.9	18.85	18.9	512.29	2018/7/4
2018/07/05	18.85	18.9	18.7	18.75	987.632	2018/7/5
2018/07/06	18.75	18.75	18.55	18.6	1085.151	2018/7/6
2018/07/09	18.6	18.6	18	18.1	790.305	2018/7/9
2018/07/10	18.15	18.2	18.1	18.2	333.048	2018/7/10
2018/07/11	18	18.1	18	18.05	309.652	2018/7/11
2018/07/12	18	18	17.9	17.95	289.899	2018/7/12
2018/07/13	17.9	17.9	17.65	17.9	516	2018/7/13
2018/07/16	17.7	17.75	17.45	17.55	759.92	2018/7/16
2018/07/17	17.5	17.5	17.15	17.45	704.815	2018/7/17
2018/07/18	17.4	17.4	17.2	17.4	488.712	2018/7/18
2018/07/19	17.35	17.35	17.2	17.35	421.614	2018/7/19
2018/07/20	17.3	17.45	17.25	17.3	639.018	2018/7/20
2018/07/23	17.1	17.1	16.85	17.05	842.064	2018/7/23
2018/07/24	16.95	17	16.8	17	602.618	2018/7/24
2018/07/25	17	17.05	16.8	17	580.93	2018/7/25
2018/07/26	16.95	17.35	16.95	17.35	861.787	2018/7/26
2018/07/27	17.35	17.35	17.1	17.3	549.566	2018/7/27
2018/07/30	17.3	17.3	17.1	17.3	416.072	2018/7/30
2018/07/31	17.35	17.35	17.15	17.3	464.348	2018/7/31
2018/08/01	17.4	17.4	17.25	17.3	499.973	2018/8/1
2018/08/02	17.3	17.4	17.25	17.35	475.539	2018/8/2
2018/08/03	17.25	17.35	17.25	17.35	297.554	2018/8/3
2018/08/06	17.25	17.35	17.25	17.35	267.08	2018/8/6
2018/08/07	17.3	17.4	17.25	17.35	454.232	2018/8/7
2018/08/08	17.4	17.7	17.4	17.65	615.385	2018/8/8
2018/08/09	17.65	17.7	17.6	17.7	201.941	2018/8/9
2018/08/10	17.65	17.7	17.55	17.6	264	2018/8/10
2018/08/13	17.6	17.6	17.35	17.35	466.303	2018/8/13
2018/08/14	17.3	17.4	17.3	17.4	278.413	2018/8/14
2018/08/15	17.4	17.4	17.2	17.35	335.984	2018/8/15
2018/08/16	17.25	17.3	17.15	17.3	360.232	2018/8/16
2018/08/17	17.3	17.3	17.15	17.25	277.605	2018/8/17
2018/08/20	17.35	17.45	17.3	17.3	324.325	2018/8/20
2018/08/21	17.3	17.45	17.3	17.45	197.12	2018/8/21
2018/08/22	17.45	18.3	17.45	18.15	1355.325	2018/8/22
2018/08/23	18.1	18.25	18.05	18.2	744.23	2018/8/23
2018/08/24	18.2	18.2	18	18.1	196.338	2018/8/24
2018/08/27	18.1	18.2	18.1	18.15	245.848	2018/8/27
2018/08/28	18.2	18.25	18.1	18.15	146.515	2018/8/28
2018/08/29	18.15	18.15	17.85	17.85	315.169	2018/8/29
2018/08/30	17.85	18	17.75	18	352.482	2018/8/30
2018/08/31	18	18.3	17.9	18.3	346.061	2018/8/31
2018/09/03	18.25	18.25	18.1	18.15	298.787	2018/9/3
2018/09/04	18.1	18.25	18	18.15	219.951	2018/9/4
2018/09/05	18.15	18.3	18.1	18.2	268.724	2018/9/5
2018/09/06	18.2	18.2	18	18.15	310.81	2018/9/6
2018/09/07	18.15	18.15	17.85	17.85	266.265	2018/9/7
2018/09/10	17.85	17.95	17.5	17.5	257.812	2018/9/10
2018/09/11	17.6	17.6	17.35	17.45	285.926	2018/9/11
2018/09/12	17.45	17.5	17.4	17.45	158.625	2018/9/12
2018/09/13	17.5	17.6	17.45	17.55	149.05	2018/9/13
2018/09/14	17.55	17.9	17.5	17.7	180.352	2018/9/14
2018/09/17	17.7	17.7	17.5	17.65	52.084	2018/9/17
2018/09/18	17.65	17.7	17.5	17.55	138.232	2018/9/18
2018/09/19	17.55	17.65	17.45	17.55	200.884	2018/9/19
2018/09/20	17.5	17.5	17.3	17.35	342	2018/9/20
2018/09/21	17.3	17.5	17.2	17.2	377.387	2018/9/21
2018/09/25	17.25	17.5	17.25	17.4	179.602	2018/9/25
2018/09/26	17.5	17.7	17.35	17.4	192.378	2018/9/26
2018/09/27	17.5	17.6	17.35	17.55	162.373	2018/9/27
2018/09/28	17.55	17.55	17.4	17.4	169.16	2018/9/28
2018/10/01	17.5	17.8	17.5	17.7	379.097	2018/10/1
2018/10/02	17.7	17.7	17.45	17.6	199.692	2018/10/2
2018/10/03	17.6	18.2	17.6	17.85	515.842	2018/10/3
2018/10/04	17.8	17.9	17.6	17.65	305.06	2018/10/4
2018/10/05	17.65	17.65	17.3	17.5	319.293	2018/10/5
2018/10/08	17.3	17.7	17.3	17.6	200	2018/10/8
2018/10/09	17.6	17.6	17.45	17.45	3096.515	2018/10/9
2018/10/11	17.4	17.4	16.55	17	974.463	2018/10/11
2018/10/12	17	17.2	16.55	17.2	491.309	2018/10/12
2018/10/15	17.3	17.3	16.6	17.15	443.868	2018/10/15
2018/10/16	17.15	17.2	16.95	17.15	164.256	2018/10/16
2018/10/17	17.1	17.1	16.9	16.95	247.185	2018/10/17
2018/10/18	16.95	17	16.75	16.95	226.084	2018/10/18
2018/10/19	16.7	16.95	16.6	16.95	278.212	2018/10/19
2018/10/22	16.85	16.95	16.8	16.9	104.435	2018/10/22
2018/10/23	16.95	16.95	16.7	16.95	151.268	2018/10/23
2018/10/24	16.8	16.85	16.65	16.85	215.013	2018/10/24
2018/10/25	16.65	16.8	16.2	16.75	319.1	2018/10/25
2018/10/26	17.15	17.15	16.45	16.65	266.23	2018/10/26
2018/10/29	16.5	16.5	16.25	16.5	502.147	2018/10/29
2018/10/30	16.4	16.5	16.25	16.5	227.96	2018/10/30
2018/10/31	16.7	16.7	16.5	16.7	159.164	2018/10/31
2018/11/01	16.75	16.75	16.5	16.65	200.487	2018/11/1
2018/11/02	16.7	16.9	16.65	16.8	177.328	2018/11/2
2018/11/05	16.7	16.8	16.6	16.8	138	2018/11/5
2018/11/06	16.8	16.85	16.65	16.8	149.162	2018/11/6
2018/11/07	16.8	16.9	16.75	16.9	124.59	2018/11/7
2018/11/08	17	17	16.8	16.8	167.976	2018/11/8
2018/11/09	16.8	16.85	16.65	16.8	142.676	2018/11/9
2018/11/12	16.7	16.9	16.65	16.8	153.892	2018/11/12
2018/11/13	16.8	16.85	16.65	16.85	135.998	2018/11/13
2018/11/14	16.65	16.8	16.6	16.8	338.92	2018/11/14
2018/11/15	16.85	16.85	16.65	16.85	107.304	2018/11/15
2018/11/16	16.85	16.85	16.65	16.75	264.58	2018/11/16
2018/11/19	16.8	16.85	16.7	16.85	188.52	2018/11/19
2018/11/20	16.85	16.85	16.6	16.7	298.59	2018/11/20
2018/11/21	16.6	16.6	16.2	16.45	972.881	2018/11/21
2018/11/22	16.3	16.45	16.25	16.45	525.973	2018/11/22
2018/11/23	16.3	16.4	16.1	16.4	711.101	2018/11/23
2018/11/26	16.2	16.4	16.15	16.4	825.032	2018/11/26
2018/11/27	16.4	16.4	16.15	16.35	1067.987	2018/11/27
2018/11/28	16.35	16.4	16.2	16.4	927.696	2018/11/28
2018/11/29	16.4	16.4	16.25	16.25	1163.762	2018/11/29
2018/11/30	16.4	16.4	16	16	13447.175	2018/11/30
2018/12/03	16.3	16.4	16.25	16.4	889.177	2018/12/3
2018/12/04	16.4	16.8	16.35	16.8	718.379	2018/12/4
2018/12/05	16.65	17.1	16.6	17	774.741	2018/12/5
2018/12/06	17.1	17.1	16.75	17	545.595	2018/12/6
2018/12/07	17	17.05	16.85	16.9	191.967	2018/12/7
2018/12/10	16.9	16.9	16.65	16.8	187.417	2018/12/10
2018/12/11	16.8	16.8	16.7	16.7	113.504	2018/12/11
2018/12/12	16.9	16.9	16.55	16.7	288.857	2018/12/12
2018/12/13	16.7	16.75	16.6	16.75	324.995	2018/12/13
2018/12/14	16.75	16.75	16.45	16.55	343.537	2018/12/14
2018/12/17	16.55	16.8	16.55	16.55	197.071	2018/12/17
2018/12/18	16.5	16.55	16.45	16.45	199.021	2018/12/18
2018/12/19	16.45	16.45	16.35	16.45	268.401	2018/12/19
2018/12/20	16.4	16.45	16.35	16.4	346.103	2018/12/20
2018/12/21	16.35	16.45	16.25	16.45	616.636	2018/12/21
2018/12/22	16.45	16.6	16.45	16.55	101.652	2018/12/22
2018/12/24	16.45	16.55	16.45	16.55	141.749	2018/12/24
2018/12/25	16.45	16.5	16.35	16.5	292.516	2018/12/25
2018/12/26	16.55	16.65	16.4	16.5	354.5	2018/12/26
2018/12/27	16.6	16.6	16.4	16.55	350.686	2018/12/27
2018/12/28	16.55	16.6	16.5	16.6	183.735	2018/12/28
2019/01/02	16.65	16.95	16.6	16.95	985.843	2019/1/2
2019/01/03	17.1	17.9	17.1	17.75	2367.216	2019/1/3
2019/01/04	18	18.3	17.55	17.75	3053.248	2019/1/4
2019/01/07	18.4	19.45	18.35	19	3950.699	2019/1/7
2019/01/08	19.1	19.45	19	19.2	2421.052	2019/1/8
2019/01/09	19.4	19.4	19	19.15	1410.12	2019/1/9
2019/01/10	19.3	19.4	19.15	19.2	902.39	2019/1/10
2019/01/11	19.2	19.35	19.1	19.2	889.864	2019/1/11
2019/01/14	19.2	19.35	18.95	18.95	651.238	2019/1/14
2019/01/15	18.95	19	18.6	18.65	721.208	2019/1/15
2019/01/16	18.75	18.95	18.7	18.95	601.118	2019/1/16
2019/01/17	19	19.25	18.9	18.9	667.218	2019/1/17
2019/01/18	18.9	18.95	18.75	18.75	391.186	2019/1/18
2019/01/21	18.75	18.75	18.4	18.4	752	2019/1/21
2019/01/22	18.4	18.45	18.1	18.25	766.066	2019/1/22
2019/01/23	18.1	18.25	17.8	17.9	1012.089	2019/1/23
2019/01/24	17.9	18.05	17.85	18.05	333.507	2019/1/24
2019/01/25	18.1	18.25	18.1	18.1	337.484	2019/1/25
2019/01/28	18.15	18.25	18	18.05	288.992	2019/1/28
2019/01/29	18.25	18.85	18.25	18.75	1225.812	2019/1/29
2019/01/30	18.6	18.8	18.5	18.6	663.504	2019/1/30
2019/02/11	18.8	19.05	18.8	18.9	931.279	2019/2/11
2019/02/12	18.9	19.05	18.8	18.9	680.424	2019/2/12
2019/02/13	18.9	18.95	18.7	18.9	444.539	2019/2/13
2019/02/14	19.05	19.15	18.8	18.85	578.721	2019/2/14
2019/02/15	18.9	18.95	18.65	18.65	468.415	2019/2/15
2019/02/18	18.7	18.85	18.65	18.75	213.939	2019/2/18
2019/02/19	18.85	19.05	18.85	19	542.629	2019/2/19
2019/02/20	19	19	18.9	18.95	337.749	2019/2/20
2019/02/21	18.95	19.2	18.95	19.1	796.042	2019/2/21
2019/02/22	19.1	19.1	18.75	18.95	563.955	2019/2/22
2019/02/25	19.05	19.4	19.05	19.3	1606.887	2019/2/25
2019/02/26	19.45	19.45	19	19.05	967.625	2019/2/26
2019/02/27	19.1	19.1	18.85	18.85	515.506	2019/2/27
2019/03/04	18.95	19.1	18.9	19	467.398	2019/3/4
2019/03/05	19	20.25	18.95	19.9	5135.895	2019/3/5
2019/03/06	19.95	21.5	19.6	21.2	18030.106	2019/3/6
2019/03/07	21.6	22.05	20.8	20.8	10250.128	2019/3/7
2019/03/08	20.7	21.25	20.4	21.15	2836.227	2019/3/8
2019/03/11	21	21.3	20.75	21.3	3854.379	2019/3/11
2019/03/12	22	22.5	21.8	21.9	11991.751	2019/3/12
2019/03/13	21.9	22.5	21.85	21.95	4751.832	2019/3/13
2019/03/14	22.1	22.2	21.8	21.95	2817.402	2019/3/14
2019/03/15	22	22.4	22	22.15	3832.495	2019/3/15
2019/03/18	22.25	22.9	22.25	22.7	6748	2019/3/18
2019/03/19	22.9	24.25	22.85	23.45	19055.393	2019/3/19
2019/03/20	23.45	23.7	23.15	23.45	3828.093	2019/3/20
2019/03/21	23.55	23.8	23.4	23.4	2546.452	2019/3/21
2019/03/22	23.55	23.65	22.7	22.8	3255.646	2019/3/22
2019/03/25	22.65	22.8	22.25	22.8	1958.683	2019/3/25
2019/03/26	22.8	23.25	22.5	22.5	2151.223	2019/3/26
2019/03/27	22.5	22.65	20.7	21.15	8024.379	2019/3/27
2019/03/28	20.7	20.7	19.85	20.1	7938.418	2019/3/28
2019/03/29	20.45	21.3	20.2	21.2	5807.049	2019/3/29
2019/04/01	21.5	21.6	20.7	20.75	3310.726	2019/4/1
2019/04/02	20.8	20.85	20.2	20.5	2936.331	2019/4/2
2019/04/03	20.6	20.95	20.3	20.6	2197.556	2019/4/3
2019/04/08	20.85	20.85	20.3	20.45	1610.855	2019/4/8
2019/04/09	20.45	21.15	20.4	20.85	2420.481	2019/4/9
2019/04/10	20.75	21.1	20.7	20.7	2227.671	2019/4/10
2019/04/11	20.7	20.9	20.7	20.75	1369.029	2019/4/11
2019/04/12	20.75	20.9	20.4	20.75	1470.192	2019/4/12
2019/04/15	20.85	21.25	20.75	21.25	2495	2019/4/15
2019/04/16	21.2	21.35	20.75	20.75	1716.204	2019/4/16
2019/04/17	20.8	20.95	20.5	20.7	1410.312	2019/4/17
2019/04/18	20.7	20.85	20.25	20.35	1912.106	2019/4/18
2019/04/19	20.4	20.5	20.35	20.4	1031.724	2019/4/19
2019/04/22	20.5	20.75	20.5	20.75	865.836	2019/4/22
2019/04/23	20.75	20.75	20.45	20.5	621.132	2019/4/23
2019/04/24	20.45	20.55	20.2	20.4	1447.368	2019/4/24
2019/04/25	20.3	20.3	20.05	20.15	1656.372	2019/4/25
2019/04/26	20.1	20.1	19.75	19.8	2242.3	2019/4/26
2019/04/29	19.8	20.15	19.45	19.5	2208	2019/4/29
2019/04/30	19.55	19.8	19.5	19.75	734	2019/4/30
2019/05/02	19.75	19.9	19.6	19.8	413	2019/5/2
2019/05/03	19.8	20	19.8	19.9	383	2019/5/3
2019/05/06	19.8	19.8	19.35	19.55	825	2019/5/6
2019/05/07	19.65	19.65	19.55	19.65	353	2019/5/7
2019/05/08	19.55	19.55	19.25	19.35	974	2019/5/8
2019/05/09	19.35	19.45	19	19.15	1229	2019/5/9
2019/05/10	19.15	19.3	18.9	19.1	958	2019/5/10
2019/05/13	19.05	19.1	18.85	18.9	1304	2019/5/13
2019/05/14	18.8	19	18.6	19	1038	2019/5/14
2019/05/15	19.2	19.65	19.2	19.4	704	2019/5/15
2019/05/16	19.75	20.1	19.75	19.9	1694	2019/5/16
2019/05/17	20	20.1	19.45	19.5	911	2019/5/17
2019/05/20	19.75	19.8	19.15	19.35	946	2019/5/20
2019/05/21	19.4	19.5	19.2	19.4	814	2019/5/21
2019/05/22	19.5	19.55	19.25	19.4	457	2019/5/22
2019/05/23	19.55	19.55	19.2	19.3	702	2019/5/23
2019/05/24	19.45	19.55	19.2	19.3	567	2019/5/24
2019/05/27	19.3	19.35	19.2	19.3	196	2019/5/27
2019/05/28	19.35	19.4	19.25	19.4	249	2019/5/28
2019/05/29	19.4	19.4	19.2	19.3	383	2019/5/29
2019/05/30	19.4	19.5	19.35	19.4	525	2019/5/30
2019/05/31	19.4	19.65	19.4	19.5	452	2019/5/31
2019/06/03	19.5	19.55	19.3	19.5	321	2019/6/3
2019/06/04	19.55	19.95	19.55	19.8	1007	2019/6/4
2019/06/05	19.95	20.3	19.9	20.05	1581	2019/6/5
2019/06/06	20.15	20.2	19.5	19.7	1441	2019/6/6
2019/06/10	19.9	20.2	19.75	19.85	2509	2019/6/10
2019/06/11	19.85	20.1	19.5	19.6	1579	2019/6/11
2019/06/12	19.65	19.75	19.6	19.75	328	2019/6/12
2019/06/13	19.75	19.9	19.45	19.6	550	2019/6/13
2019/06/14	19.6	19.6	19.3	19.4	657	2019/6/14
2019/06/17	19.15	19.4	19.15	19.35	865	2019/6/17
2019/06/18	19.35	19.5	19.15	19.15	962	2019/6/18
2019/06/19	19.3	19.35	19.15	19.2	919	2019/6/19
2019/06/20	19.35	19.4	19.15	19.3	573	2019/6/20
2019/06/21	19.45	19.5	19.4	19.5	848	2019/6/21
2019/06/24	19.55	19.85	19.4	19.85	1405	2019/6/24
2019/06/25	19.4	19.4	19.1	19.1	1414	2019/6/25
2019/06/26	19.15	19.4	19.15	19.3	767	2019/6/26
2019/06/27	19.3	19.4	19.15	19.15	570	2019/6/27
2019/06/28	19.4	19.55	19.3	19.3	808	2019/6/28
2019/07/01	19.35	19.45	19.3	19.35	721	2019/7/1
2019/07/02	19.3	19.45	19.15	19.2	1362	2019/7/2
2019/07/03	19.2	19.35	19	19.05	1383	2019/7/3
2019/07/04	19.05	19.2	19	19.05	984	2019/7/4
2019/07/05	19.1	19.2	19	19.1	608	2019/7/5
2019/07/08	19.1	19.8	19.1	19.25	877	2019/7/8
2019/07/09	19.45	19.45	19.3	19.35	492	2019/7/9
2019/07/10	19.4	19.4	19.3	19.3	375	2019/7/10
2019/07/11	19.4	19.4	19.25	19.3	416	2019/7/11
2019/07/12	19.35	19.35	19.15	19.15	542	2019/7/12
2019/07/15	19.25	19.35	19.15	19.25	324	2019/7/15
2019/07/16	19.3	19.3	19.2	19.25	308	2019/7/16
2019/07/17	19.25	19.35	19.2	19.25	639	2019/7/17
2019/07/18	19.35	19.35	19.15	19.25	674	2019/7/18
2019/07/19	19.35	19.35	19.15	19.2	724	2019/7/19
2019/07/22	19.35	19.4	19.3	19.3	451	2019/7/22
2019/07/23	19.35	19.4	19.3	19.35	400	2019/7/23
2019/07/24	19.4	19.75	19.4	19.7	1715	2019/7/24
2019/07/25	19.8	19.8	19.6	19.7	827	2019/7/25
2019/07/26	19.7	19.75	19.5	19.5	1016	2019/7/26
2019/07/29	19.65	19.65	19.35	19.4	557	2019/7/29
2019/07/30	19.45	19.45	19.2	19.25	891	2019/7/30
2019/07/31	19.3	19.45	19.2	19.35	399	2019/7/31
2019/08/01	19.4	19.4	19.05	19.25	831	2019/8/1
2019/08/02	19.1	19.3	19.1	19.25	1054	2019/8/2
2019/08/05	19.2	19.8	19.2	19.65	1653	2019/8/5
2019/08/06	19.35	19.35	19.1	19.3	1445	2019/8/6
2019/08/07	19.35	19.35	19.1	19.3	682	2019/8/7
2019/08/08	19.3	19.45	19.1	19.15	1434	2019/8/8
2019/08/12	19.2	19.45	19.1	19.25	524	2019/8/12
2019/08/13	19.2	19.25	19.1	19.25	344	2019/8/13
2019/08/14	19.4	19.45	19.35	19.35	1492	2019/8/14
2019/08/15	19.3	19.4	19.1	19.2	916	2019/8/15
2019/08/16	19.25	20.6	19.25	20.5	9570	2019/8/16
2019/08/19	21.2	21.3	20.6	20.6	8338	2019/8/19
2019/08/20	20.5	20.5	20.05	20.15	3612	2019/8/20
2019/08/21	20.4	20.7	20.35	20.55	3425	2019/8/21
2019/08/22	20.65	20.65	20.25	20.35	1875	2019/8/22
2019/08/23	20.4	20.4	20.15	20.25	890	2019/8/23
2019/08/26	20.05	20.6	20.05	20.5	1996	2019/8/26
2019/08/27	20.55	20.55	20.35	20.35	1660	2019/8/27
2019/08/28	20.4	20.45	20.25	20.35	1096	2019/8/28
2019/08/29	20.35	20.55	20.3	20.55	1541	2019/8/29
2019/08/30	20.65	20.65	20.45	20.45	1895	2019/8/30
2019/09/02	20.5	21.15	20.5	21.15	8284	2019/9/2
2019/09/03	21	21.15	20.85	21.15	3331	2019/9/3
2019/09/04	21	21.25	20.75	20.9	2492	2019/9/4
2019/09/05	21	21	20.65	20.7	1994	2019/9/5
2019/09/06	20.7	20.85	20.7	20.85	1371	2019/9/6
2019/09/09	20.85	21	20.75	20.8	1498	2019/9/9
2019/09/10	20.95	21	20.7	20.85	1481	2019/9/10
2019/09/11	20.85	20.9	20.75	20.75	795	2019/9/11
2019/09/12	20.8	20.8	20.6	20.6	1147	2019/9/12
2019/09/16	20.7	20.7	20.2	20.35	1604	2019/9/16
2019/09/17	20.5	20.6	20.4	20.55	663	2019/9/17
2019/09/18	20.55	20.6	20.3	20.3	735	2019/9/18
2019/09/19	20.3	20.4	20.2	20.35	675	2019/9/19
2019/09/20	20.3	20.4	20.2	20.2	945	2019/9/20
2019/09/23	20.25	20.35	20.15	20.15	1126	2019/9/23
2019/09/24	20.3	20.4	20.2	20.25	681	2019/9/24
2019/09/25	20.3	20.35	20.1	20.15	889	2019/9/25
2019/09/26	20.2	20.3	20	20	959	2019/9/26
2019/09/27	20.1	20.4	20.05	20.15	760	2019/9/27
2019/10/01	20.2	20.35	20.2	20.25	612	2019/10/1
2019/10/02	20.35	20.4	20.25	20.35	523	2019/10/2
2019/10/03	20.3	20.35	20.1	20.2	557	2019/10/3
2019/10/04	20.2	20.25	20.15	20.15	351	2019/10/4
2019/10/07	20.2	20.2	19.95	19.95	1108	2019/10/7
2019/10/08	20.1	20.1	19.95	19.95	335	2019/10/8
2019/10/09	20	20.1	19.95	19.95	380	2019/10/9
2019/10/14	20	20.05	19.95	20	411	2019/10/14
2019/10/15	19.7	19.7	19.2	19.4	3055	2019/10/15
2019/10/16	19.5	19.5	19.15	19.2	1205	2019/10/16
2019/10/17	19.2	19.3	18.95	19.1	2576	2019/10/17
2019/10/18	19.15	19.4	19.15	19.4	655	2019/10/18
